machine,input_size,benchmark,rid,run_id,runtime(ns),total_inst,total_branch_inst,total_cycles,total_branch_mistpred
saphir,A,lu_A,2455,1,29326039,84386377,557243,82106285,709
saphir,A,lu_A,2455,2,29880145,84396320,563841,83658910,693
saphir,A,lu_A,2455,0,29267149,84358946,553260,81946249,597
saphir,A,lu_A,2455,4,28981797,84380844,554732,81141513,640
saphir,A,lu_A,2455,3,29338305,84365300,554320,82137588,675
saphir,A,lu_A,3929,4,19206059,77733510,1571297,53771474,2720
saphir,A,lu_A,3929,3,19604027,77692051,1557948,54883849,2679
saphir,A,lu_A,3929,0,19117128,77682935,1556139,53517514,2628
saphir,A,lu_A,3929,2,19406761,77708228,1561020,54315175,2764
saphir,A,lu_A,3929,1,19457113,77708843,1560887,54465929,2655
saphir,A,lu_A,4632,1,19275398,88027538,1242544,53971283,3234
saphir,A,lu_A,4632,2,19162279,87995808,1235730,53660821,3152
saphir,A,lu_A,4632,0,19179044,87999120,1236917,53697487,3157
saphir,A,lu_A,4632,4,19161199,88009322,1239763,53697078,3219
saphir,A,lu_A,4632,3,19203928,88010726,1240934,53767891,3142
saphir,A,lu_A,2201,0,23609024,84661746,692978,66102313,1354
saphir,A,lu_A,2201,4,23761197,84680627,696156,66524091,1319
saphir,A,lu_A,2201,3,23531145,84662570,693707,65884950,1245
saphir,A,lu_A,2201,1,23864989,84681695,699114,66806368,1247
saphir,A,lu_A,2201,2,23546131,84674011,695247,65927013,1246
saphir,A,lu_A,683,1,18682840,76117451,1879206,52312048,4028
saphir,A,lu_A,683,2,18590135,76115908,1879929,52045171,4003
saphir,A,lu_A,683,0,18562014,76121037,1880410,51976581,4069
saphir,A,lu_A,683,4,18773204,76118184,1879462,52562854,3993
saphir,A,lu_A,683,3,18385279,76113886,1878848,51475431,4046
saphir,A,lu_A,1494,2,18852759,79185322,1750374,52784491,4303
saphir,A,lu_A,1494,1,18890029,79180063,1748723,52884034,4337
saphir,A,lu_A,1494,4,18856660,79203756,1753469,52794559,4307
saphir,A,lu_A,1494,3,18863726,79178610,1748138,52810761,4287
saphir,A,lu_A,1494,0,18926562,79177264,1747913,52988917,4232
saphir,A,lu_A,758,2,23038102,82724491,1132576,64496444,3034
saphir,A,lu_A,758,1,22651524,82672123,1124205,63419927,2971
saphir,A,lu_A,758,4,22907319,82706948,1130918,64137316,3023
saphir,A,lu_A,758,3,22798025,82688646,1128256,63820684,2988
saphir,A,lu_A,758,0,22976438,82688667,1128358,64334472,3077
saphir,A,lu_A,4403,3,21310725,91314587,2023887,59668916,5863
saphir,A,lu_A,4403,4,21255878,91286180,2018925,59509373,5795
saphir,A,lu_A,4403,0,21230439,91292083,2020681,59453420,5817
saphir,A,lu_A,4403,2,21288398,91289097,2019106,59604841,5773
saphir,A,lu_A,4403,1,21299795,91316538,2023913,59642703,5860
