machine,input_size,benchmark,rid,run_id,runtime(ns)
saphir,A,sp_A,1604,1,17260151
saphir,A,sp_A,1368,3,23684626
saphir,A,sp_A,1368,4,23855907
saphir,A,sp_A,1368,0,23722267
saphir,A,sp_A,1368,2,24004666
saphir,A,sp_A,1368,1,23879746
saphir,A,sp_A,760,2,18679950
saphir,A,sp_A,760,1,18749989
saphir,A,sp_A,760,4,17975351
saphir,A,sp_A,760,3,18820389
saphir,A,sp_A,760,0,18788829
saphir,A,sp_A,954,0,25365506
saphir,A,sp_A,954,4,25344465
saphir,A,sp_A,954,3,25284586
saphir,A,sp_A,954,1,25446626
saphir,A,sp_A,954,2,25350505
saphir,A,sp_A,149,2,21141188
saphir,A,sp_A,149,1,21206348
saphir,A,sp_A,149,4,21105468
saphir,A,sp_A,149,3,21122948
saphir,A,sp_A,149,0,20974388
saphir,A,sp_A,302,0,19915789
saphir,A,sp_A,302,4,20049549
saphir,A,sp_A,302,3,20006308
saphir,A,sp_A,302,1,19780588
saphir,A,sp_A,302,2,20028629
saphir,A,sp_A,1237,0,20798308
saphir,A,sp_A,1237,3,20863948
saphir,A,sp_A,1237,4,20910468
saphir,A,sp_A,1237,1,21411787
saphir,A,sp_A,1237,2,20888028
saphir,A,sp_A,1805,1,20865228
saphir,A,sp_A,1805,2,20521068
saphir,A,sp_A,1805,0,20543389
saphir,A,sp_A,1805,3,20790549
saphir,A,sp_A,1805,4,20321749
saphir,A,sp_A,522,2,19498908
saphir,A,sp_A,522,1,19129028
saphir,A,sp_A,522,4,19168389
saphir,A,sp_A,522,3,19192549
saphir,A,sp_A,522,0,19236749
saphir,A,sp_A,425,0,25025986
saphir,A,sp_A,425,3,24026226
saphir,A,sp_A,425,4,24065947
saphir,A,sp_A,425,1,24700626
saphir,A,sp_A,425,2,24113747
saphir,A,sp_A,1385,2,20726908
saphir,A,sp_A,1385,1,20736988
saphir,A,sp_A,1385,3,20814107
saphir,A,sp_A,1385,4,20789348
saphir,A,sp_A,1385,0,20766148
saphir,A,sp_A,1522,1,20272429
saphir,A,sp_A,1522,2,19999189
saphir,A,sp_A,1522,0,19843110
saphir,A,sp_A,1522,4,20624388
saphir,A,sp_A,1522,3,20718268
saphir,A,sp_A,1735,3,19738990
saphir,A,sp_A,1735,4,19679469
saphir,A,sp_A,1735,0,19688510
saphir,A,sp_A,1735,2,19680709
saphir,A,sp_A,1735,1,19742268
saphir,A,sp_A,1372,3,18841829
saphir,A,sp_A,1372,4,18798870
saphir,A,sp_A,1372,0,18859630
saphir,A,sp_A,1372,2,18856669
saphir,A,sp_A,1372,1,18843390
saphir,A,sp_A,1598,4,21818148
saphir,A,sp_A,1598,3,21997307
saphir,A,sp_A,1598,0,22192388
saphir,A,sp_A,1598,2,22071667
saphir,A,sp_A,1598,1,21898107
saphir,A,sp_A,37,1,18958868
saphir,A,sp_A,37,2,19012909
saphir,A,sp_A,37,0,19034750
saphir,A,sp_A,37,3,18893590
saphir,A,sp_A,37,4,19107190
saphir,A,sp_A,1200,2,20325029
saphir,A,sp_A,1200,1,20598068
saphir,A,sp_A,1200,4,20625908
saphir,A,sp_A,1200,3,21038108
saphir,A,sp_A,1200,0,20973188
saphir,A,sp_A,520,0,19371150
saphir,A,sp_A,520,4,19327909
saphir,A,sp_A,520,3,19392590
saphir,A,sp_A,520,1,19334550
saphir,A,sp_A,520,2,19353470
saphir,A,sp_A,1058,0,20562429
saphir,A,sp_A,1058,4,21195588
saphir,A,sp_A,1058,3,21157547
saphir,A,sp_A,1058,1,21321947
saphir,A,sp_A,1058,2,21051109
saphir,A,sp_A,708,0,20622669
saphir,A,sp_A,708,3,20779509
saphir,A,sp_A,708,4,20598068
saphir,A,sp_A,708,1,20561868
saphir,A,sp_A,708,2,20722188
saphir,A,sp_A,267,1,19478470
saphir,A,sp_A,267,2,18753430
saphir,A,sp_A,267,0,18895310
saphir,A,sp_A,267,4,18955110
saphir,A,sp_A,267,3,18887509
saphir,A,sp_A,358,2,20924748
saphir,A,sp_A,358,1,20343549
saphir,A,sp_A,358,4,20890908
saphir,A,sp_A,358,3,20811909
saphir,A,sp_A,358,0,20967108
saphir,A,sp_A,582,4,17811710
saphir,A,sp_A,582,3,17822310
saphir,A,sp_A,582,0,17650031
saphir,A,sp_A,582,2,17924790
saphir,A,sp_A,582,1,17650790
saphir,A,sp_A,1841,1,3242678
saphir,A,sp_A,1841,2,3238558
saphir,A,sp_A,1841,0,3234839
saphir,A,sp_A,1841,3,3241439
saphir,A,sp_A,1841,4,3246199
saphir,A,sp_A,1686,2,24718426
saphir,A,sp_A,1686,1,24810306
saphir,A,sp_A,1686,4,26002585
saphir,A,sp_A,1686,3,26012866
saphir,A,sp_A,1686,0,25779386
saphir,A,sp_A,1328,2,17580230
saphir,A,sp_A,1328,1,17702470
saphir,A,sp_A,1328,4,17569590
saphir,A,sp_A,1328,3,17595110
saphir,A,sp_A,1328,0,17499950
saphir,A,sp_A,825,2,23871226
saphir,A,sp_A,825,1,24289786
saphir,A,sp_A,825,4,24139787
saphir,A,sp_A,825,3,23284507
saphir,A,sp_A,825,0,23823866
saphir,A,sp_A,44,2,18614470
saphir,A,sp_A,44,1,19044069
saphir,A,sp_A,44,4,18710390
saphir,A,sp_A,44,3,18581989
saphir,A,sp_A,44,0,18574870
saphir,A,ep_A,21,2,37042019
saphir,A,ep_A,21,1,36919939
saphir,A,ep_A,21,4,37020138
saphir,A,ep_A,21,3,36323579
saphir,A,ep_A,21,0,37118100
saphir,A,ep_A,10,2,37178219
saphir,A,ep_A,10,1,37036619
saphir,A,ep_A,10,3,37018979
saphir,A,ep_A,10,4,37292939
saphir,A,ep_A,10,0,37153100
saphir,A,ep_A,18,3,36625259
saphir,A,ep_A,18,4,36366580
saphir,A,ep_A,18,0,36397739
saphir,A,ep_A,18,2,36635980
saphir,A,ep_A,18,1,36318580
saphir,A,ep_A,24,1,37175019
saphir,A,ep_A,24,2,37220418
saphir,A,ep_A,24,0,37019859
saphir,A,ep_A,24,4,37141019
saphir,A,ep_A,24,3,37298618
saphir,A,cg_A,5,1,16741591
saphir,A,cg_A,5,2,14981552
saphir,A,cg_A,5,0,14012032
saphir,A,cg_A,5,3,15479272
saphir,A,cg_A,5,4,14854872
saphir,A,cg_A,37,1,4654757
saphir,A,cg_A,37,2,4020798
saphir,A,cg_A,37,0,4088558
saphir,A,cg_A,37,4,4053037
saphir,A,cg_A,37,3,4053118
saphir,A,cg_A,9,4,7880636
saphir,A,cg_A,9,3,7973755
saphir,A,cg_A,9,0,7988316
saphir,A,cg_A,9,2,8139636
saphir,A,cg_A,9,1,8059915
saphir,A,lu_A,198,4,14733392
saphir,A,lu_A,198,3,14772952
saphir,A,lu_A,198,0,14848671
saphir,A,lu_A,198,2,14767832
saphir,A,lu_A,198,1,14845112
saphir,A,lu_A,574,3,14807352
saphir,A,lu_A,574,4,14805192
saphir,A,lu_A,574,0,14772551
saphir,A,lu_A,574,2,14792392
saphir,A,lu_A,574,1,14803511
saphir,A,lu_A,49,2,20967469
saphir,A,lu_A,49,1,21585468
saphir,A,lu_A,49,4,21235347
saphir,A,lu_A,49,3,21219827
saphir,A,lu_A,49,0,21070509
saphir,A,lu_A,589,1,21135947
saphir,A,lu_A,589,2,21320788
saphir,A,lu_A,589,0,20723668
saphir,A,lu_A,589,3,20842148
saphir,A,lu_A,589,4,20894428
saphir,A,lu_A,1432,2,24146346
saphir,A,lu_A,1432,1,23909987
saphir,A,lu_A,1432,3,24474106
saphir,A,lu_A,1432,4,24188066
saphir,A,lu_A,1432,0,24341186
saphir,A,lu_A,1438,3,23746986
saphir,A,lu_A,1438,4,23698267
saphir,A,lu_A,1438,0,24373866
saphir,A,lu_A,1438,2,23352947
saphir,A,lu_A,1438,1,23674626
saphir,A,lu_A,296,1,20926908
saphir,A,lu_A,296,2,18406550
saphir,A,lu_A,296,0,18587869
saphir,A,lu_A,296,3,18497989
saphir,A,lu_A,296,4,18512789
saphir,A,lu_A,642,1,14878791
saphir,A,lu_A,642,2,14829712
saphir,A,lu_A,642,0,14853672
saphir,A,lu_A,642,3,14778152
saphir,A,lu_A,642,4,14798312
saphir,A,lu_A,442,3,19764789
saphir,A,lu_A,442,4,19799269
saphir,A,lu_A,442,0,19867789
saphir,A,lu_A,442,2,19643629
saphir,A,lu_A,442,1,20021468
saphir,A,lu_A,545,1,17601071
saphir,A,lu_A,545,2,16785630
saphir,A,lu_A,545,0,16903390
saphir,A,lu_A,545,3,16651870
saphir,A,lu_A,545,4,16583351
saphir,A,lu_A,1018,3,16609390
saphir,A,lu_A,1018,4,16404391
saphir,A,lu_A,1018,0,16466591
saphir,A,lu_A,1018,2,16462631
saphir,A,lu_A,1018,1,16407271
saphir,A,lu_A,1261,1,22508907
saphir,A,lu_A,1261,2,22251068
saphir,A,lu_A,1261,0,22485507
saphir,A,lu_A,1261,4,22542186
saphir,A,lu_A,1261,3,22024388
saphir,A,lu_A,426,2,14405672
saphir,A,lu_A,426,1,14414032
saphir,A,lu_A,426,4,14427232
saphir,A,lu_A,426,3,14375312
saphir,A,lu_A,426,0,14382632
saphir,A,lu_A,839,0,14994271
saphir,A,lu_A,839,4,14949392
saphir,A,lu_A,839,3,14819991
saphir,A,lu_A,839,1,14822152
saphir,A,lu_A,839,2,14984992
saphir,A,lu_A,135,4,14601832
saphir,A,lu_A,135,3,14659232
saphir,A,lu_A,135,0,14667312
saphir,A,lu_A,135,2,14591632
saphir,A,lu_A,135,1,14629592
saphir,A,lu_A,974,1,18682109
saphir,A,lu_A,974,2,18566110
saphir,A,lu_A,974,0,18631830
saphir,A,lu_A,974,4,18679870
saphir,A,lu_A,974,3,18569790
saphir,A,lu_A,317,0,15088072
saphir,A,lu_A,317,3,16703830
saphir,A,lu_A,317,4,17750990
saphir,A,lu_A,317,1,14997432
saphir,A,lu_A,317,2,15315511
saphir,A,lu_A,1399,2,19132349
saphir,A,lu_A,1399,1,19168509
saphir,A,lu_A,1399,3,19122070
saphir,A,lu_A,1399,4,19154829
saphir,A,lu_A,1399,0,19172470
saphir,A,lu_A,1481,1,18042790
saphir,A,lu_A,1481,2,17586230
saphir,A,lu_A,1481,0,17549070
saphir,A,lu_A,1481,3,17601590
saphir,A,lu_A,1481,4,17553430
saphir,A,lu_A,591,0,14887911
saphir,A,lu_A,591,4,14799912
saphir,A,lu_A,591,3,14841992
saphir,A,lu_A,591,1,14916152
saphir,A,lu_A,591,2,14891632
saphir,A,lu_A,706,3,14537551
saphir,A,lu_A,706,4,14576952
saphir,A,lu_A,706,0,14435512
saphir,A,lu_A,706,2,14535552
saphir,A,lu_A,706,1,14441472
saphir,A,lu_A,708,0,19826468
saphir,A,lu_A,708,3,19876669
saphir,A,lu_A,708,4,19811949
saphir,A,lu_A,708,1,19927189
saphir,A,lu_A,708,2,19971989
saphir,A,lu_A,640,2,17429791
saphir,A,lu_A,640,1,17601471
saphir,A,lu_A,640,3,17276790
saphir,A,lu_A,640,4,17283070
saphir,A,lu_A,640,0,17450990
saphir,A,lu_A,270,4,17900950
saphir,A,lu_A,270,3,17841351
saphir,A,lu_A,270,0,17694790
saphir,A,lu_A,270,2,17780909
saphir,A,lu_A,270,1,17917550
saphir,A,lu_A,1026,0,24190747
saphir,A,lu_A,1026,3,23910187
saphir,A,lu_A,1026,4,23772427
saphir,A,lu_A,1026,1,23839067
saphir,A,lu_A,1026,2,24049347
saphir,A,lu_A,152,0,15859231
saphir,A,lu_A,152,3,15726231
saphir,A,lu_A,152,4,15669871
saphir,A,lu_A,152,1,15462752
saphir,A,lu_A,152,2,15814230
saphir,A,lu_A,807,1,14816232
saphir,A,lu_A,807,2,14582552
saphir,A,lu_A,807,0,14918832
saphir,A,lu_A,807,3,14702032
saphir,A,lu_A,807,4,14811552
saphir,A,lu_A,1572,0,18452550
saphir,A,lu_A,1572,3,18188509
saphir,A,lu_A,1572,4,18504909
saphir,A,lu_A,1572,1,18390150
saphir,A,lu_A,1572,2,18393109
saphir,A,lu_A,1013,3,23311266
saphir,A,lu_A,1013,4,23147107
saphir,A,lu_A,1013,0,23788747
saphir,A,lu_A,1013,2,26206585
saphir,A,lu_A,1013,1,23080307
